ticket,type,entry_time,exit_time,entry_price,exit_price,pnl,exit_reason,magic,basket_layers
4855,SELL,2025-06-15 06:48:00,2025-06-15 06:52:00,105524.76,105500.82,0.9757999999991444,Basket TP,20260523,1
4856,SELL,2025-06-15 07:21:00,2025-06-15 07:24:00,105531.49,105482.92,2.699900000000489,Basket TP,20260523,1
4857,SELL,2025-06-15 07:54:00,2025-06-15 07:55:00,105678.6,105702.66,-2.3841999999998373,Basket TP,20260523,1
4858,SELL,2025-06-15 08:00:00,2025-06-15 08:03:00,105714.47,105656.94,3.327099999999919,Basket TP,20260523,1
4859,SELL,2025-06-15 08:05:00,2025-06-15 08:06:00,105689.45,105679.65,-0.013999999999796287,Basket TP,20260524,1
4860,SELL,2025-06-15 08:07:00,2025-06-15 08:08:00,105679.94,105631.54,2.6880000000006112,Basket TP,20260524,1
4861,SELL,2025-06-15 08:09:00,2025-06-15 08:15:00,105630.11,105627.09,-0.4885999999997148,Basket TP,20260524,1
4862,SELL,2025-06-15 09:08:00,2025-06-15 09:10:00,105610.68,105620.83,-1.4105000000006114,Basket TP,20260523,1
4863,SELL,2025-06-15 12:36:00,2025-06-15 13:08:00,105805.08,105978.98,-66.2039999999979,Basket TP,20260523,5
4864,SELL,2025-06-15 12:38:00,2025-06-15 13:08:00,105905.08,105978.98,-30.203999999997905,Basket TP,20260523,5
4865,SELL,2025-06-15 12:45:00,2025-06-15 13:08:00,106005.08,105978.98,5.7960000000020955,Basket TP,20260523,5
4866,SELL,2025-06-15 12:57:00,2025-06-15 13:08:00,106105.08,105978.98,41.796000000002095,Basket TP,20260523,5
4867,SELL,2025-06-15 12:59:00,2025-06-15 13:08:00,106205.08,105978.98,77.7960000000021,Basket TP,20260523,5
4868,SELL,2025-06-15 13:09:00,2025-06-15 13:10:00,105978.98,105912.47,20.343599999998112,Basket TP,20260524,1
4869,SELL,2025-06-15 17:17:00,2025-06-15 17:19:00,105125.24,105107.48,0.5432000000006519,Basket TP,20260523,1
4870,SELL,2025-06-15 19:14:00,2025-06-15 19:15:00,105175.66,105153.43,0.8561000000007336,Basket TP,20260523,1
4871,SELL,2025-06-15 19:55:00,2025-06-15 19:56:00,105304.24,105294.98,-0.051799999999348034,Basket TP,20260523,1
